,dataset,samples,features,regressor,time,acc_score,ll_score,model
593,hypothyroid,3163,25,Perceptron,0.006999016,0.798988622,,
594,kr_vs_kp,3196,36,Perceptron,0.006998777,0.948685857,,
595,magic,19020,10,Perceptron,0.02799964,0.723869611,,
596,mofn_3_7_10,1324,10,Perceptron,0.003002167,1,,
597,mushroom,8124,22,Perceptron,0.010999441,0.94534712,,
598,parity5+5,1124,10,Perceptron,0.003998995,0.46975089,,
599,phoneme,5404,5,Perceptron,0.006998062,0.717246484,,
600,ring,7400,20,Perceptron,0.005029678,0.694054054,,
601,spambase,4601,57,Perceptron,0.009023905,0.793223284,,
602,twonorm,7400,20,Perceptron,0.007003069,0.967027027,,
603,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,QuadraticDiscriminantAnalysis,0.814953327,0.525,17.12073536,
604,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,QuadraticDiscriminantAnalysis,0.00600028,0.595,0.718794811,
605,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,QuadraticDiscriminantAnalysis,0.004000425,0.605,0.890916756,
606,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,QuadraticDiscriminantAnalysis,0.003999472,0.4825,0.8499567,
607,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,QuadraticDiscriminantAnalysis,0.001997471,0.635,0.746968503,
608,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,QuadraticDiscriminantAnalysis,0.004000425,0.65,0.703499204,
609,Hill_Valley_with_noise,1212,100,QuadraticDiscriminantAnalysis,0.052000523,0.508250825,12.86039106,
610,Hill_Valley_without_noise,1212,100,QuadraticDiscriminantAnalysis,0.059999466,0.547854785,15.26218224,
611,adult,48842,14,QuadraticDiscriminantAnalysis,0.015998363,0.803865367,0.771064092,
612,agaricus_lepiota,8145,22,QuadraticDiscriminantAnalysis,0.010970116,0.686303387,10.61701061,
613,chess,3196,36,QuadraticDiscriminantAnalysis,0.010999203,0.604505632,9.807137757,
614,churn,5000,20,QuadraticDiscriminantAnalysis,0.0039711,0.864,0.384846931,
615,clean2,6598,168,QuadraticDiscriminantAnalysis,0.142970085,0.993333333,0.216260277,
616,coil2000,9822,85,QuadraticDiscriminantAnalysis,0.059000254,0.096905537,32.53104309,
617,credit_g,1000,20,QuadraticDiscriminantAnalysis,0.00200057,0.7,0.981975374,
618,dis,3772,29,QuadraticDiscriminantAnalysis,0.00600028,0.242841994,27.29074074,
619,flare,1066,10,QuadraticDiscriminantAnalysis,0.000998735,0.853932584,5.264803304,
620,german,1000,20,QuadraticDiscriminantAnalysis,0.002996445,0.724,0.656114293,
621,hypothyroid,3163,25,QuadraticDiscriminantAnalysis,0.004970551,0.960809102,1.412583129,
622,kr_vs_kp,3196,36,QuadraticDiscriminantAnalysis,0.01300025,0.551939925,15.34274677,
623,magic,19020,10,QuadraticDiscriminantAnalysis,0.006000996,0.785278654,0.883523428,
624,mofn_3_7_10,1324,10,QuadraticDiscriminantAnalysis,0,1,0.055361506,
625,mushroom,8124,22,QuadraticDiscriminantAnalysis,0.010000706,0.935992122,2.229519662,
626,parity5+5,1124,10,QuadraticDiscriminantAnalysis,0,0.370106762,0.73869174,
627,phoneme,5404,5,QuadraticDiscriminantAnalysis,0.000997782,0.77350111,0.610928327,
628,ring,7400,20,QuadraticDiscriminantAnalysis,0.010000467,0.980540541,0.063579088,
629,spambase,4601,57,QuadraticDiscriminantAnalysis,0.027000189,0.834057341,4.140276036,
630,twonorm,7400,20,QuadraticDiscriminantAnalysis,0.007999659,0.98,0.059003009,
631,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,RandomForestClassifier,0.681006193,0.48,0.70424989,
632,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,RandomForestClassifier,0.229029417,0.6025,0.666438582,
633,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,RandomForestClassifier,0.227030516,0.6525,0.651935092,
634,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,RandomForestClassifier,0.234000206,0.555,0.711431562,
635,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,RandomForestClassifier,0.230970621,0.59,0.665812291,
636,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,RandomForestClassifier,0.231999636,0.63,0.646382011,
637,Hill_Valley_with_noise,1212,100,RandomForestClassifier,1.946001291,0.603960396,0.723858561,
638,Hill_Valley_without_noise,1212,100,RandomForestClassifier,2.106001616,0.564356436,0.788342871,
639,adult,48842,14,RandomForestClassifier,5.029999018,0.856195234,0.371507844,
640,agaricus_lepiota,8145,22,RandomForestClassifier,0.19903326,1,0.000524715,
641,chess,3196,36,RandomForestClassifier,0.199997902,0.986232791,0.075448337,
642,churn,5000,20,RandomForestClassifier,1.304030418,0.9504,0.255892484,
643,clean2,6598,168,RandomForestClassifier,1.923963547,1,0.031087792,
644,coil2000,9822,85,RandomForestClassifier,1.077029705,0.925488599,0.46180765,
645,credit_g,1000,20,RandomForestClassifier,0.183029175,0.76,0.492999629,
646,dis,3772,29,RandomForestClassifier,0.199002028,0.98621421,0.033861034,
647,flare,1066,10,RandomForestClassifier,0.11700058,0.816479401,0.881356777,
648,german,1000,20,RandomForestClassifier,0.178028107,0.772,0.479047319,
649,hypothyroid,3163,25,RandomForestClassifier,0.218998194,0.98482933,0.046496127,
650,kr_vs_kp,3196,36,RandomForestClassifier,0.205030203,0.989987484,0.075074298,
651,magic,19020,10,RandomForestClassifier,10.632972,0.877602524,0.317713671,
652,mofn_3_7_10,1324,10,RandomForestClassifier,0.124002457,0.990936556,0.117769381,
653,mushroom,8124,22,RandomForestClassifier,0.175000668,1,0.000184529,
654,parity5+5,1124,10,RandomForestClassifier,0.164970398,0.537366548,0.660115306,
655,phoneme,5404,5,RandomForestClassifier,1.138032675,0.897113249,0.260901569,
656,ring,7400,20,RandomForestClassifier,6.059001923,0.95027027,0.18044479,
657,spambase,4601,57,RandomForestClassifier,0.808998585,0.955690704,0.151148418,
658,twonorm,7400,20,RandomForestClassifier,3.90651536,0.968108108,0.197750095,
659,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,RidgeClassifier,0.038969994,0.4825,,
660,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,RidgeClassifier,0.00199914,0.53,,
661,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,RidgeClassifier,0.001999378,0.505,,
662,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,RidgeClassifier,0.001999855,0.4725,,
663,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,RidgeClassifier,0.002002239,0.4725,,
664,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,RidgeClassifier,0.000998735,0.48,,
665,Hill_Valley_with_noise,1212,100,RidgeClassifier,0.00500083,0.716171617,,
666,Hill_Valley_without_noise,1212,100,RidgeClassifier,0.002995014,0.712871287,,
667,adult,48842,14,RidgeClassifier,0.015000105,0.80877897,,
668,agaricus_lepiota,8145,22,RidgeClassifier,0.003999472,0.941089838,,
669,chess,3196,36,RidgeClassifier,0.00202775,0.938673342,,
670,churn,5000,20,RidgeClassifier,0.001997948,0.8624,,
671,clean2,6598,168,RidgeClassifier,0.012998343,1,,
672,coil2000,9822,85,RidgeClassifier,0.011002064,0.939332248,,
673,credit_g,1000,20,RidgeClassifier,0.001998901,0.744,,
674,dis,3772,29,RidgeClassifier,0.002999783,0.985153765,,
675,flare,1066,10,RidgeClassifier,0.002027988,0.861423221,,
676,german,1000,20,RidgeClassifier,0.001000404,0.768,,
677,hypothyroid,3163,25,RidgeClassifier,0.00199008,0.962073325,,
678,kr_vs_kp,3196,36,RidgeClassifier,0.001972675,0.944931164,,
679,magic,19020,10,RidgeClassifier,0.005000591,0.775814932,,
680,mofn_3_7_10,1324,10,RidgeClassifier,0.001999617,1,,
681,mushroom,8124,22,RidgeClassifier,0.00399971,0.94239291,,
682,parity5+5,1124,10,RidgeClassifier,0.001028061,0.427046263,,
683,phoneme,5404,5,RidgeClassifier,0.001999617,0.743893412,,
684,ring,7400,20,RidgeClassifier,0.002968788,0.768108108,,
685,spambase,4601,57,RidgeClassifier,0.003999233,0.887923545,,
686,twonorm,7400,20,RidgeClassifier,0.003000021,0.978378378,,
687,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,RidgeClassifierCV,0.815750122,0.4775,,
688,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,RidgeClassifierCV,0.007999659,0.5325,,
689,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,RidgeClassifierCV,0.005996466,0.5075,,
690,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,RidgeClassifierCV,0.003998041,0.47,,
691,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,RidgeClassifierCV,0.004999399,0.4775,,
692,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,RidgeClassifierCV,0.004002094,0.485,,
693,Hill_Valley_with_noise,1212,100,RidgeClassifierCV,0.03099966,0.712871287,,
694,Hill_Valley_without_noise,1212,100,RidgeClassifierCV,0.039997101,0.712871287,,
695,adult,48842,14,RidgeClassifierCV,0.030012846,0.808615183,,
696,agaricus_lepiota,8145,22,RidgeClassifierCV,0.013000011,0.941089838,,
697,chess,3196,36,RidgeClassifierCV,0.011998892,0.938673342,,
698,churn,5000,20,RidgeClassifierCV,0.008999825,0.8624,,
699,clean2,6598,168,RidgeClassifierCV,0.099971056,1,,
700,coil2000,9822,85,RidgeClassifierCV,0.052004814,0.939739414,,
701,credit_g,1000,20,RidgeClassifierCV,0.004974127,0.744,,
702,dis,3772,29,RidgeClassifierCV,0.007998943,0.985153765,,
703,flare,1066,10,RidgeClassifierCV,0.001997471,0.861423221,,
704,german,1000,20,RidgeClassifierCV,0.006999493,0.764,,
705,hypothyroid,3163,25,RidgeClassifierCV,0.009999752,0.962073325,,
706,kr_vs_kp,3196,36,RidgeClassifierCV,0.011998415,0.944931164,,
707,magic,19020,10,RidgeClassifierCV,0.010999918,0.776656151,,
708,mofn_3_7_10,1324,10,RidgeClassifierCV,0.003998995,1,,
709,mushroom,8124,22,RidgeClassifierCV,0.013999701,0.94239291,,
710,parity5+5,1124,10,RidgeClassifierCV,0.003000259,0.427046263,,
711,phoneme,5404,5,RidgeClassifierCV,0.00300169,0.743893412,,
712,ring,7400,20,RidgeClassifierCV,0.008000135,0.768108108,,
713,spambase,4601,57,RidgeClassifierCV,0.02200079,0.888792354,,
714,twonorm,7400,20,RidgeClassifierCV,0.008999825,0.978378378,,
715,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,SGDClassifier,0.073997974,0.47,,
716,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,SGDClassifier,0.016999245,0.51,,
717,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,SGDClassifier,0.021998644,0.5125,,
718,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,SGDClassifier,0.017998695,0.5,,
719,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,SGDClassifier,0.024998665,0.5025,,
720,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,SGDClassifier,0.015999079,0.4825,,
721,Hill_Valley_with_noise,1212,100,SGDClassifier,0.016998529,0.920792079,,
722,Hill_Valley_without_noise,1212,100,SGDClassifier,0.013000011,0.478547855,,
723,adult,48842,14,SGDClassifier,0.585969687,0.774711326,,
724,agaricus_lepiota,8145,22,SGDClassifier,0.088999748,0.929307806,,
725,chess,3196,36,SGDClassifier,0.01399827,0.936170213,,
726,churn,5000,20,SGDClassifier,0.059999466,0.8408,,
727,clean2,6598,168,SGDClassifier,0.081970215,0.995757576,,
728,coil2000,9822,85,SGDClassifier,0.159998178,0.925488599,,
729,credit_g,1000,20,SGDClassifier,0.018999815,0.72,,
730,dis,3772,29,SGDClassifier,0.048000097,0.985153765,,
731,flare,1066,10,SGDClassifier,0.020000458,0.857677903,,
732,german,1000,20,SGDClassifier,0.02499938,0.672,,
733,hypothyroid,3163,25,SGDClassifier,0.03400135,0.963337547,,
734,kr_vs_kp,3196,36,SGDClassifier,0.030998468,0.951188986,,
735,magic,19020,10,SGDClassifier,0.154000044,0.704521556,,
736,mofn_3_7_10,1324,10,SGDClassifier,0.003999949,1,,
737,mushroom,8124,22,SGDClassifier,0.07799983,0.949778434,,
738,parity5+5,1124,10,SGDClassifier,0.014999628,0.491103203,,
739,phoneme,5404,5,SGDClassifier,0.017999411,0.730569948,,
740,ring,7400,20,SGDClassifier,0.145001888,0.68972973,,
741,spambase,4601,57,SGDClassifier,0.019000292,0.657688966,,
742,twonorm,7400,20,SGDClassifier,0.031000614,0.975135135,,
743,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,SVC,0.305969,0.43,,
744,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,SVC,0.045000076,0.5775,,
745,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,SVC,0.047973156,0.6025,,
746,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,SVC,0.046000719,0.5225,,
747,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,SVC,0.045997858,0.6475,,
748,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,SVC,0.046002626,0.59,,
749,Hill_Valley_with_noise,1212,100,SVC,0.040971756,0.504950495,,
750,Hill_Valley_without_noise,1212,100,SVC,0.03999877,0.534653465,,
751,adult,48842,14,SVC,22.0282371,0.797559577,,
752,agaricus_lepiota,8145,22,SVC,0.191974878,0.984781541,,
753,chess,3196,36,SVC,0.072999477,0.959949937,,
754,churn,5000,20,SVC,0.165488958,0.856,,
755,clean2,6598,168,SVC,0.463922501,0.941818182,,
756,coil2000,9822,85,SVC,0.99911356,0.939739414,,
757,credit_g,1000,20,SVC,0.022999048,0.728,,
758,dis,3772,29,SVC,0.038001776,0.985153765,,
759,flare,1066,10,SVC,0.0119977,0.846441948,,
760,german,1000,20,SVC,0.019999266,0.68,,
761,hypothyroid,3163,25,SVC,0.028002262,0.96460177,,
762,kr_vs_kp,3196,36,SVC,0.068998337,0.971214018,,
763,magic,19020,10,SVC,3.102893591,0.817665615,,
764,mofn_3_7_10,1324,10,SVC,0.024000168,1,,
765,mushroom,8124,22,SVC,0.184998274,0.997538159,,
766,parity5+5,1124,10,SVC,0.02199769,0.352313167,,
767,phoneme,5404,5,SVC,0.183000326,0.833456699,,
768,ring,7400,20,SVC,0.108999729,0.976216216,,
769,spambase,4601,57,SVC,0.355001211,0.682015639,,
770,twonorm,7400,20,SVC,0.131000042,0.978378378,,
771,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1600,1000,RILSROLSClassifier,19.26973224,0.445,0.770634109,0.078466*x375*x599*x623 + 0.176626*x736*sin(x461*x528) + 0.450763
772,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,1600,20,RILSROLSClassifier,17.48001504,0.7,0.647338117,-0.071728*x18 - 0.074107*x19 + 1.702274*sin(sqrt(2)*sqrt(x18**2/2 - x18*x19 + x19**2/2 + 0.275)) - 0.751499
773,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,1600,20,RILSROLSClassifier,24.24524617,0.7975,0.59348325,1.418619*x18**2*x19**2 - 0.56518*x18**2 - 2.935017*x18*x19 + 1.176227*x18 - 0.561257*x19**2 + 1.124384*x19 + 0.362949
774,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,1600,20,RILSROLSClassifier,11.64971018,0.4775,0.835761688,0.5075
775,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM_2_001,1600,20,RILSROLSClassifier,15.62160301,0.68,0.664544987,-1.125294*SQRT(X16) + 1.405722*SQRT(X16 + SIN(X17)) - 1.177516*SIN(X17) + 0.416771
776,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM_2_001,1600,20,RILSROLSClassifier,18.20269179,0.735,0.631639834,-0.055852*x15 - 1.23807*x16**(1/4) - 1.258899*sqrt(x17) + 1.735054*(x17 + sin(x16))**(1/4) - 0.53947*cos(x16*x17) + 0.948352
777,Hill_Valley_with_noise,1212,100,RILSROLSClassifier,14.92265129,0.821782178,0.600923616,-0.583985 + 0.58151*EXP(-1.246199*SIN(7.073299 - (5.053778*X14 + 5.053778*X26 + 5.053778*X40 + 5.053778*X46 + 5.053778*X62 + 5.053778*X79)/(x0 + X2 + X93 + X96)))
778,Hill_Valley_without_noise,1212,100,RILSROLSClassifier,18.74250937,1,0.495055075,(-25.170847*x0 + 2.803121098657*x16 + 3.71676919222*x30 + 23.671006091448*x4 + 3.400349296589*x47 + 3.218329190384*x61 + 2.749590432554*x74 + 2.92266019514*x85)/x0
779,adult,48842,14,RILSROLSClassifier,101.5460379,0.825075751,0.500840981,0.023769*x4*sqrt(x7)*x9 - 0.037789*x4*x9 - 0.025082*x4 - 0.002541*exp(x7) + 0.062691*log(1/(x0 + x10)) + 1.48213496426749
780,agaricus_lepiota,8145,22,RILSROLSClassifier,103.4419055,0.991654394,0.514566797,-0.001527*exp(x21) - 0.881357*cos(x16*sin(0.248879*x17*x4*sin(-x17**2*x4 + x17*x3 + x3*x6) + 0.017466*x4**2 + 0.0493187442*x4*x7 + 1.57486*sin(x4))) + 0.854107
781,chess,3196,36,RILSROLSClassifier,72.22349811,0.937421777,0.527753417,0.124451*x14 - 0.973906782258*x20*x32*x9 + 0.920785829393664*x20*x32 + 0.985924657349621*x20*x9 + 0.786549*x31*x9 - 0.656188*x31 - 0.808561398248927*x32**2 + 0.837074744855107*x32*x9 + 0.160024*x34 - 0.907084*x9 + 0.636684
782,churn,5000,20,RILSROLSClassifier,103.4182835,0.9072,0.677732891,-0.033999*x19 - 0.00039*x7 + 1.114893*cos(6.9662e-7*x12*x7**2 + 0.009995*x17**2*x4 - 0.172272*x17*x4 + 0.282897506072*x18*x4 - 0.000211520876*x19**2*x7 + 0.0587074783039617*x19**2 + 0.165056*sin(0.001142*x12*x7) + 9.91914) + 0.865296
783,clean2,6598,168,RILSROLSClassifier,94.5126102,1,0.635819006,1.191712*sin(0.000297*x0**2 - 2.66509e-6*x0*x1 - 0.03667*x0 + 0.000234*x1 + 0.929744) - 0.000759
784,coil2000,9822,85,RILSROLSClassifier,84.06887341,0.939739414,0.693147181,0.000927*x42*x46*x58 + 0.034703
785,credit_g,1000,20,RILSROLSClassifier,17.14400911,0.732,0.564836496,0.730559*sin(0.221281*x0**2 - 0.570805*x0 - 0.002705*x1*x7 - 0.253412*x1*x14*sin(x18 + x5)/x12 + 0.005422*x3**2 + 0.879506) + 0.251184
786,dis,3772,29,RILSROLSClassifier,30.58673859,0.985153765,0.328107923,0.485185*x15*x22 - 0.48513*x15 + 0.98513
787,flare,1066,10,RILSROLSClassifier,12.89527917,0.842696629,0.705513164,0.099194*x0 - 0.148649*x2 + 0.117278*x3 + 0.405628*sin(x2) - 0.17074
788,german,1000,20,RILSROLSClassifier,19.81081676,0.732,0.586758328,-0.013299*sqrt(x1)*exp(x19 + cos(x0**2/sqrt(x17))) + 0.001573*x1*x5 + x1*(0.080931*x13 - 0.080931*x7)/x12 + 0.038816*x8 + 0.932685
789,hypothyroid,3163,25,RILSROLSClassifier,45.30562735,0.968394437,0.34635744,-0.000004*X13*X14*X16*X20 + 0.000083*X13*X14*X20*SQRT(X9 + (X16 + X2)/(X12 + 3.141593)) - 0.000148*X13*X14*X20 + 1.007191
790,kr_vs_kp,3196,36,RILSROLSClassifier,60.03351378,0.934918648,0.533710577,0.095069*x0 + 0.121409*x14 - 0.072679*x17 - 0.952757*x20*x32*x9 + 0.902927*x20*x32 + 0.981306*x20*x9 + 0.704501*x31*x9 - 0.583264*x31 - 0.238014*x32*x34 + 0.838401*x32*x9 - 0.623062*x32 + 0.2508*x34 + 0.076742*x5 - 0.912331*x9 + 0.575296
791,magic,19020,10,RILSROLSClassifier,103.7396817,0.823974763,0.635472737,0.507149*cos(0.271549*sqrt(x0) - 10.587318*x4*cos(x2) - 3.781168*x4 + 0.174437*sqrt(x2*x8)) + 0.546823
792,mofn_3_7_10,1324,10,RILSROLSClassifier,25.13016009,1,0.400486151,0.735072 - 0.735868*cos(cos(1.898673*sin(2.0*sin(0.289703 - 2.0/(0.232733*x2 + 0.234158*x3 + 0.223693*x4 + 0.241419*x5 + 0.222595*x6 + 0.241419*x7 + 0.227208*x8 + 0.088131)) + 0.241419) - 1.288219) - 0.9395)
793,mushroom,8124,22,RILSROLSClassifier,104.5704768,0.967996061,0.520516996,2.016132*cos(-0.320735*x11*x6 + 0.171762*x11*sin(0.145827069900622*x1*x4*x7 - 0.072709517177653*x13*x3*x4 + 1.027145*x16 + 3.045623*x18 - 3.045623*x3) + 0.169177*x11 + 1.029309*x6) - 1.010333
794,parity5+5,1124,10,RILSROLSClassifier,12.26356626,0.46975089,0.693147181,0.495848
795,phoneme,5404,5,RILSROLSClassifier,104.6536319,0.810510733,0.681693636,0.473618 - 0.620547*sin(sin(0.34671*sin(x0/x1 - 2.42*sin(10.0 - x3/x1)) - 0.776741*cos(x0) - 0.389663*cos(x1) + 5.943819*cos(sin(x2)*sin(sin(x0))) + 1.677892*cos(sin(x1*x4))))
796,ring,7400,20,RILSROLSClassifier,104.6374269,0.807567568,0.600486794,1.76979617319017*cos(3.3e-5*x4 + 4.2e-5*x9 + 0.428852*exp(4.2e-5*x8 + 0.713431*exp(8.2e-5*x18))) - 1.905827
797,spambase,4601,57,RILSROLSClassifier,65.99647903,0.90356212,0.585580877,-0.013335*x20**2 + 0.10146*x20 - 0.028824*x24 + 0.790732*sin(sqrt(0.318309851085102*x15 + x22 + x23 + 0.318309851085102*x51 + x6)) + 0.231836 - 0.331676783073/x54
798,twonorm,7400,20,RILSROLSClassifier,104.8955963,0.945945946,0.528911799,0.503331 - 0.654544*sin(sin(0.219017*x1 + 0.210366*x13 + 0.222848*x3 + 0.219784*x4 + 0.211077*x5 + sin(0.210004*x10 + 0.227575*x12 + 0.226369*x15 + 0.225189*x16 + 0.216137*x18 + 0.227575*x6 + 0.210004*x7 + 0.240167*x8)))
