algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
RILSROLS,feynman_I_6_2,0.001,Feynman,0.0,1.0,0.0007645883023543258,5.845951013148194e-07
RILSROLS,feynman_I_6_2a,0.0,Feynman,0.0,1.0,5.505114634630055e-05,3.030628632342907e-09
RILSROLS,feynman_I_6_2a,0.001,Feynman,0.0,1.0,8.195883831439878e-05,6.71725117715638e-09
RILSROLS,feynman_I_6_2b,0.0,Feynman,0.0,0.0,0.0039037337692884437,1.5239021227108973e-05
RILSROLS,feynman_I_6_2b,0.001,Feynman,0.0,1.0,0.00028190271313197676,7.946913655556774e-08
RILSROLS,feynman_I_8_14,0.0,Feynman,0.0,0.0,0.2877564051149447,0.07955374078071613
RILSROLS,feynman_I_8_14,0.001,Feynman,0.0,0.0,0.31582080396219014,0.09507631629249824
RILSROLS,feynman_I_9_18,0.0,Feynman,0.0,0.0,0.014088747707507124,0.00019847311487406573
RILSROLS,feynman_I_9_18,0.001,Feynman,0.0,0.0,0.011781447832980046,0.0001387928808638151
RILSROLS,feynman_test_1,0.0,Feynman,0.0,0.0,0.8388541027120069,0.5327883901847879
RILSROLS,feynman_test_1,0.001,Feynman,0.0,0.0,1.2340385834455554,0.9253897005926192
RILSROLS,feynman_test_11,0.0,Feynman,0.0,0.0,0.14040584784702762,0.019522001757499133
RILSROLS,feynman_test_11,0.001,Feynman,0.0,0.0,50.65545811799276,7.850483612124043
RILSROLS,feynman_test_12,0.0,Feynman,0.0,1.0,0.0004427874779565977,1.9606073152572376e-07
RILSROLS,feynman_test_12,0.001,Feynman,0.0,1.0,0.01712220257038029,0.0002931268549864227
RILSROLS,feynman_test_13,0.0,Feynman,0.0,0.0,0.002782776642398635,7.743815858037514e-06
RILSROLS,feynman_test_13,0.001,Feynman,0.0,0.0,0.001558042546463894,2.4274936302751625e-06
RILSROLS,feynman_test_14,0.0,Feynman,0.0,0.0,1.6410194614697138,1.3064242083077109
RILSROLS,feynman_test_14,0.001,Feynman,0.0,0.0,1.6427401851859142,1.3079531032493685
RILSROLS,feynman_test_15,0.0,Feynman,0.0,1.0,0.020339166398152676,0.0004135961470923263
RILSROLS,feynman_test_15,0.001,Feynman,0.0,1.0,0.015366275130296645,0.0002360945388709315
