label	label2	algorithm	dataset	target_noise	data_group	symbolic_solution_rate_(%)	accuracy_solution	rmse_test	log_mse_test
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_II_38_3	0.001	Feynman	0	0	0.577227936992152	0.287576135273798
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_II_38_3	0.01	Feynman	0	0	0.734760328558657	0.431699776922433
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_II_38_3	0.1	Feynman	0	0	1.42451572463361	1.10831342997067
FEAT_0_Feynman	FEAT_0	FEAT	feynman_II_3_24	0	Feynman	0	1	0.000222331980747	4.94E-08
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_II_3_24	0.001	Feynman	0	1	0.000195604289096	3.83E-08
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_II_3_24	0.01	Feynman	0	1	0.000700871842499	4.91E-07
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_II_3_24	0.1	Feynman	0	0.5	0.002039124024447	4.16E-06
FEAT_0_Feynman	FEAT_0	FEAT	feynman_II_4_23	0	Feynman	0	0	0.002036261947864	4.15E-06
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_II_4_23	0.001	Feynman	0	0	0.001793270811673	3.22E-06
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_II_4_23	0.01	Feynman	0	0	0.001879007642843	3.53E-06
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_II_4_23	0.1	Feynman	0	0	0.003351344629642	1.12E-05
FEAT_0_Feynman	FEAT_0	FEAT	feynman_II_6_11	0	Feynman	0	0	0.002381881085448	5.67E-06
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_II_6_11	0.001	Feynman	0	0	0.003459076043069	1.20E-05
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_II_6_11	0.01	Feynman	0	0	0.004188501848548	1.75E-05
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_II_6_11	0.1	Feynman	0	0	0.004125718779386	1.70E-05
FEAT_0_Feynman	FEAT_0	FEAT	feynman_II_6_15a	0	Feynman	0	0	0.104196199494258	0.010798335541128
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_II_6_15a	0.001	Feynman	0	0	0.092375541953057	0.00849703845508
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_II_6_15a	0.01	Feynman	0	0	0.09396789137022	0.008791208447668
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_II_6_15a	0.1	Feynman	0	0	0.115448077311777	0.013240218732533
FEAT_0_Feynman	FEAT_0	FEAT	feynman_II_6_15b	0	Feynman	0	0	0.009162212664986	8.39E-05
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_II_6_15b	0.001	Feynman	0	0	0.008488980053073	7.21E-05
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_II_6_15b	0.01	Feynman	0	0	0.010843437689112	0.000117573228915
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_II_6_15b	0.1	Feynman	0	0	0.010254863523867	0.000105156696734
FEAT_0_Feynman	FEAT_0	FEAT	feynman_II_8_31	0	Feynman	0	1	1.45E-06	2.10E-12
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_II_8_31	0.001	Feynman	0	1	0.000510308911464	2.60E-07
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_II_8_31	0.01	Feynman	0	1	0.006230595501656	3.88E-05
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_II_8_31	0.1	Feynman	0	1	0.075405918920785	0.00566994802997
FEAT_0_Feynman	FEAT_0	FEAT	feynman_II_8_7	0	Feynman	0	0	0.004773444730427	2.28E-05
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_II_8_7	0.001	Feynman	0	0	0.005195093940206	2.70E-05
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_II_8_7	0.01	Feynman	0	0	0.006588879857449	4.34E-05
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_II_8_7	0.1	Feynman	0	0	0.009216857949541	8.49E-05
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_10_7	0	Feynman	0	1	0.016206261255753	0.00026260841928
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_10_7	0.001	Feynman	0	1	0.012415973251286	0.000154144510901
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_10_7	0.01	Feynman	0	1	0.021507588161626	0.000462469393073
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_10_7	0.1	Feynman	0	0	0.07826542319462	0.006106791998882
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_11_19	0	Feynman	0	1	1.03E-06	1.05E-12
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_11_19	0.001	Feynman	0	1	0.000980521287112	9.61E-07
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_11_19	0.01	Feynman	0	1	0.010518423666319	0.000110631116576
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_11_19	0.1	Feynman	0	1	0.114639823139569	0.013056678432619
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_12_1	0	Feynman	0	1	4.95E-07	2.45E-13
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_12_1	0.001	Feynman	0	1	0.000225271280768	5.07E-08
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_12_1	0.01	Feynman	0	1	0.002433791564724	5.92E-06
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_12_1	0.1	Feynman	0	1	0.025466343461824	0.0006483244416
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_12_11	0	Feynman	0	0	1.5857126694815	1.25689290573901
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_12_11	0.001	Feynman	0	0	2.05685919973426	1.65453933250303
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_12_11	0.01	Feynman	0	0	1.97973829007613	1.59317919230168
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_12_11	0.1	Feynman	0	0	2.63680642415375	2.0735175442121
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_12_2	0	Feynman	0	0	0.011810242894273	0.000139472110535
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_12_2	0.001	Feynman	0	0	0.015513151283328	0.000240628909281
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_12_2	0.01	Feynman	0	0	0.015232329366701	0.000231996944563
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_12_2	0.1	Feynman	0	0	0.015427893242929	0.000237991567675
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_12_4	0	Feynman	0	0	0.001528494784149	2.34E-06
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_12_4	0.001	Feynman	0	0	0.00214560328246	4.60E-06
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_12_4	0.01	Feynman	0	0	0.002488736261066	6.19E-06
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_12_4	0.1	Feynman	0	0	0.003104295563524	9.64E-06
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_12_5	0	Feynman	0	1	4.98E-07	2.48E-13
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_12_5	0.001	Feynman	0	1	0.000192913955196	3.72E-08
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_12_5	0.01	Feynman	0	1	0.001947431873234	3.79E-06
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_12_5	0.1	Feynman	0	1	0.0172213510959	0.000296530963916
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_13_12	0	Feynman	0	0	2.36761475638701	1.88791771881369
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_13_12	0.001	Feynman	0	0	2.36309261314787	1.8846738569151
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_13_12	0.01	Feynman	0	0	2.39544744628295	1.9077881473289
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_13_12	0.1	Feynman	0	0	2.61934815410671	2.06191188516112
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_13_4	0	Feynman	0	1	0.099085339005058	0.009770021930914
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_13_4	0.001	Feynman	0	1	0.101975446427512	0.010345294106388
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_13_4	0.01	Feynman	0	1	0.247280353480713	0.059350938760599
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_13_4	0.1	Feynman	0	0	1.29417014756844	0.983903162778018
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_14_3	0	Feynman	0	1	1.86E-06	3.48E-12
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_14_3	0.001	Feynman	0	1	0.001036843644589	1.08E-06
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_14_3	0.01	Feynman	0	1	0.016862011064596	0.000284287003763
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_14_3	0.1	Feynman	0	1	0.105531032472291	0.011075241284973
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_14_4	0	Feynman	0	1	1.42E-06	2.02E-12
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_14_4	0.001	Feynman	0	1	0.000608994628951	3.71E-07
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_14_4	0.01	Feynman	0	1	0.007128336431538	5.08E-05
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_14_4	0.1	Feynman	0	1	0.099760739451024	0.009903008085756
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_15_10	0	Feynman	0	1	0.018185261070948	0.000330649049796
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_15_10	0.001	Feynman	0	1	0.015901620905087	0.000252829583316
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_15_10	0.01	Feynman	0	1	0.03213500254792	0.001032125563867
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_15_10	0.1	Feynman	0	0	0.126602563942964	0.015901113728461
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_15_3t	0	Feynman	0	1	0.017645648498463	0.000311320445692
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_15_3t	0.001	Feynman	0	1	0.02063642809247	0.000425771510861
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_15_3t	0.01	Feynman	0	1	0.026015695956911	0.000676587499171
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_15_3t	0.1	Feynman	0	0	0.078291190280334	0.006110801438744
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_15_3x	0	Feynman	0	1	0.032979463604997	0.001087053962364
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_15_3x	0.001	Feynman	0	1	0.034750707227028	0.001206883076326
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_15_3x	0.01	Feynman	0	0	0.055119767172359	0.003033582764589
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_15_3x	0.1	Feynman	0	0	0.135385481839152	0.018163273203777
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_16_6	0	Feynman	0	0	0.060512116630718	0.003655028496968
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_16_6	0.001	Feynman	0	1	0.034799750352937	0.00121028992821
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_16_6	0.01	Feynman	0	1	0.030270818099099	0.000915902861279
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_16_6	0.1	Feynman	0	0	0.109571820344622	0.011934483707115
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_18_12	0	Feynman	0	1	0.218699757069759	0.046720961743408
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_18_12	0.001	Feynman	0	0	0.292002682313937	0.081824718774525
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_18_12	0.01	Feynman	0	0	0.346488590890802	0.113377205216941
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_18_12	0.1	Feynman	0	0	0.541700143293827	0.257304597640695
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_18_14	0	Feynman	0	0	2.44234231400499	1.9409027728723
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_18_14	0.001	Feynman	0	0	1.14655956509594	0.839236383672274
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_18_14	0.01	Feynman	0	0	1.97630393095785	1.59041353663562
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_18_14	0.1	Feynman	0	0	2.11853851934113	1.70260132739266
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_18_4	0	Feynman	0	1	0.006661776532705	4.44E-05
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_18_4	0.001	Feynman	0	1	0.00985968825626	9.72E-05
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_18_4	0.01	Feynman	0	1	0.012949541445791	0.000167676565155
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_18_4	0.1	Feynman	0	0	0.048032400277308	0.00230445418105
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_24_6	0	Feynman	0	1	0.344374941770723	0.112072629405737
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_24_6	0.001	Feynman	0	0	0.477577246237128	0.205451995454581
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_24_6	0.01	Feynman	0	1	0.336283792764535	0.107137047039552
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_24_6	0.1	Feynman	0	0	1.15877993705273	0.851334392269405
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_25_13	0	Feynman	0	1	0.00459802463027	2.11E-05
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_25_13	0.001	Feynman	0	1	0.00539004993361	2.91E-05
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_25_13	0.01	Feynman	0	1	0.007165025942715	5.13E-05
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_25_13	0.1	Feynman	0	0	0.034921466120474	0.001218765799151
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_27_6	0	Feynman	0	0	0.014426545509078	0.000208103560277
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_27_6	0.001	Feynman	0	1	0.008845172393754	7.82E-05
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_27_6	0.01	Feynman	0	0	0.01221389939613	0.000149168212328
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_27_6	0.1	Feynman	0	0	0.037367237888369	0.00139533653245
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_29_16	0	Feynman	0	0	0.205759982992589	0.041465471221775
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_29_16	0.001	Feynman	0	0	0.220510203056284	0.047479543444919
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_29_16	0.01	Feynman	0	0	0.2333916329146	0.053039839887438
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_29_16	0.1	Feynman	0	0	0.349204510487194	0.115062707935224
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_29_4	0	Feynman	0	1	0.01208626196535	0.000146067059983
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_29_4	0.001	Feynman	0	1	0.013445264164954	0.000180758790611
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_29_4	0.01	Feynman	0	1	0.017112043683259	0.000292779175012
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_29_4	0.1	Feynman	0	0	0.080243780995183	0.006418422176938
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_30_3	0	Feynman	0	0	1.81913603406312	1.46076524661884
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_30_3	0.001	Feynman	0	0	1.80028721344563	1.44480711943825
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_30_3	0.01	Feynman	0	0	1.72722433389385	1.38211160045911
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_30_3	0.1	Feynman	0	0	1.75114266962721	1.40278283831707
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_32_17	0	Feynman	0	0	0.698138640255617	0.397027989523692
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_32_17	0.001	Feynman	0	0	0.774654510231689	0.470059634066372
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_32_17	0.01	Feynman	0	0	0.556010843640147	0.269376588434852
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_32_17	0.1	Feynman	0	0	1.30698590709146	0.996288698116909
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_32_5	0	Feynman	0	0	0.162460733560068	0.026051191692858
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_32_5	0.001	Feynman	0	0	0.234403812258659	0.053488772402303
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_32_5	0.01	Feynman	0	0	0.245439904198891	0.05849600174491
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_32_5	0.1	Feynman	0	0	0.262909940734108	0.066837411291799
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_34_1	0	Feynman	0	1	0.033782703902817	0.001140620328221
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_34_1	0.001	Feynman	0	1	0.039483444050396	0.001557728464874
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_34_1	0.01	Feynman	0	1	0.052892242801896	0.002793683378704
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_34_1	0.1	Feynman	0	0	0.193842876747225	0.036886318328042
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_34_14	0	Feynman	0	0	0.051342679528619	0.002632602400559
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_34_14	0.001	Feynman	0	1	0.026120206450473	0.000682032547931
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_34_14	0.01	Feynman	0	1	0.029400890523883	0.000864038974389
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_34_14	0.1	Feynman	0	0	0.150029067787397	0.02225913817097
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_34_27	0	Feynman	0	1	7.81E-08	6.00E-15
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_34_27	0.001	Feynman	0	1	3.03E-05	9.21E-10
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_34_27	0.01	Feynman	0	1	0.000303324700732	9.20E-08
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_34_27	0.1	Feynman	0	1	0.003064425930864	9.39E-06
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_34_8	0	Feynman	0	0	0.6536832660527	0.355785817404986
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_34_8	0.001	Feynman	0	0	0.665081691149699	0.366262396218623
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_34_8	0.01	Feynman	0	0	0.742209726748907	0.438819467344475
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_34_8	0.1	Feynman	0	0	1.08851866395439	0.781557649178762
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_37_4	0	Feynman	0	1	0.069973876043811	0.004884395225071
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_37_4	0.001	Feynman	0	1	0.066425965402543	0.004402702744749
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_37_4	0.01	Feynman	0	0.5	0.097926179202317	0.009543848818027
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_37_4	0.1	Feynman	0	0	0.233810494431921	0.053225406597234
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_38_12	0	Feynman	0	0	0.324539811406091	0.100140394772396
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_38_12	0.001	Feynman	0	0	0.268493136557817	0.069608675260959
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_38_12	0.01	Feynman	0	0	0.221518700114324	0.047904566906138
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_38_12	0.1	Feynman	0	0	0.274129721610282	0.072457493399243
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_39_1	0	Feynman	0	1	7.38E-07	5.45E-13
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_39_1	0.001	Feynman	0	1	0.000258532110134	6.68E-08
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_39_1	0.01	Feynman	0	1	0.002620505428926	6.87E-06
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_39_1	0.1	Feynman	0	1	0.034644427098886	0.001199516621209
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_39_11	0	Feynman	0	1	0.035226799749665	0.001240158106547
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_39_11	0.001	Feynman	0	1	0.032750889359167	0.0010720459072
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_39_11	0.01	Feynman	0	1	0.05883630320707	0.003455732646954
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_39_11	0.1	Feynman	0	0	0.160110960072996	0.025312439516989
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_39_22	0	Feynman	0	0	0.759182648828865	0.455117309685015
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_39_22	0.001	Feynman	0	0	0.767006627653308	0.462663737313157
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_39_22	0.01	Feynman	0	0	0.8529716664493	0.546710392549802
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_39_22	0.1	Feynman	0	0	1.05290872959001	0.746032184108351
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_40_1	0	Feynman	0	0	0.203074414709045	0.040411559496368
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_40_1	0.001	Feynman	0	0	0.195940955737966	0.037674189185473
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_40_1	0.01	Feynman	0	0	0.193428549751359	0.036731660201524
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_40_1	0.1	Feynman	0	0	0.181957779855708	0.032572347870594
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_41_16	0	Feynman	0	0	0.498597340198575	0.222022369146789
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_41_16	0.001	Feynman	0	0	0.365269439862095	0.125241166701693
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_41_16	0.01	Feynman	0	0	0.438113264815409	0.175584944025245
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_41_16	0.1	Feynman	0	0	0.585501951339886	0.294766321068863
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_43_16	0	Feynman	0	0	0.568666243082911	0.280190049219562
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_43_16	0.001	Feynman	0	0	0.566986029683376	0.278747142980108
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_43_16	0.01	Feynman	0	0	0.87154454335892	0.565080765453595
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_43_16	0.1	Feynman	0	0	1.09791878463047	0.790920532284224
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_43_31	0	Feynman	0	1	1.87E-06	3.49E-12
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_43_31	0.001	Feynman	0	1	0.001177282718597	1.39E-06
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_43_31	0.01	Feynman	0	1	0.012012505801777	0.000144289885352
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_43_31	0.1	Feynman	0	1	0.129056284827652	0.016518342533959
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_43_43	0	Feynman	0	0	0.186904744711522	0.03433706097023
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_43_43	0.001	Feynman	0	0	0.165496534552236	0.027020732559897
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_43_43	0.01	Feynman	0	0	0.219060514438798	0.046871666921514
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_43_43	0.1	Feynman	0	0	0.25666874659897	0.063799665889388
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_44_4	0	Feynman	0	0	2.83670803991916	2.20242353969607
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_44_4	0.001	Feynman	0	0	2.6858941349737	2.10584333964451
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_44_4	0.01	Feynman	0	0	2.86616377065593	2.22082117057048
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_44_4	0.1	Feynman	0	0	2.76460079835965	2.15675177812384
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_47_23	0	Feynman	0	1	0.011809910059345	0.000139464250019
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_47_23	0.001	Feynman	0	1	0.016845222813361	0.000283721278943
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_47_23	0.01	Feynman	0	0.5	0.020318622755164	0.000412761233027
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_47_23	0.1	Feynman	0	0	0.058095678986444	0.0033694250235
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_48_2	0	Feynman	0	1	0.431646968866007	0.170855324866882
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_48_2	0.001	Feynman	0	1	0.212020194800675	0.043971490131224
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_48_2	0.01	Feynman	0	1	0.631360449724561	0.335483188729128
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_48_2	0.1	Feynman	0	0	4.24061621443392	2.94353466924986
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_50_26	0	Feynman	0	0	1.36941691291584	1.0561579491877
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_50_26	0.001	Feynman	0	0	1.41513573868532	1.09948163031595
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_50_26	0.01	Feynman	0	0	1.34869078702399	1.03637044867271
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_50_26	0.1	Feynman	0	0	1.37644352834643	1.06284582212843
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_6_2	0	Feynman	0	1	0.000775783858326	6.02E-07
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_6_2	0.001	Feynman	0	1	0.001114343420124	1.24E-06
FEAT_0.01_Feynman	FEAT_0.01	FEAT	feynman_I_6_2	0.01	Feynman	0	1	0.00116201180857	1.35E-06
FEAT_0.1_Feynman	FEAT_0.1	FEAT	feynman_I_6_2	0.1	Feynman	0	0	0.003625993089704	1.31E-05
FEAT_0_Feynman	FEAT_0	FEAT	feynman_I_6_2a	0	Feynman	0	1	0.000175990231296	3.10E-08
FEAT_0.001_Feynman	FEAT_0.001	FEAT	feynman_I_6_2a	0.001	Feynman	0	1	0.000336806571652	1.13E-07
