algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
AFP,feynman_I_11_19,0.001,Feynman,1000.0,0.0,2.296884431436848,1.8366815415503623
AFP,feynman_I_11_19,0.01,Feynman,1000.0,0.0,2.0576149163689985,1.6551336068218263
AFP,feynman_I_11_19,0.1,Feynman,1000.0,0.0,1.7948208447321112,1.440162530532344
AFP,feynman_I_12_1,0.0,Feynman,800.0,1.0,2.1298180064259244e-15,0.0
AFP,feynman_I_12_1,0.001,Feynman,1000.0,1.0,2.2686802058722544e-05,5.14690956388782e-10
AFP,feynman_I_12_1,0.01,Feynman,1000.0,1.0,0.001452177684502097,2.1088178037111485e-06
AFP,feynman_I_12_1,0.1,Feynman,1000.0,1.0,0.003442445145124594,1.1850358361324165e-05
AFP,feynman_I_12_11,0.0,Feynman,800.0,0.0,3.0461851249746976,2.330126698529329
AFP,feynman_I_12_11,0.001,Feynman,1000.0,0.5,1.9192513586220434,1.5440511975640527
AFP,feynman_I_12_11,0.01,Feynman,1000.0,0.0,2.210705679229267,1.7727838319113887
AFP,feynman_I_12_11,0.1,Feynman,1000.0,0.0,2.1575620295306517,1.7325531795573703
AFP,feynman_I_12_2,0.0,Feynman,800.0,0.0,0.009250129962731569,8.556124385980597e-05
AFP,feynman_I_12_2,0.001,Feynman,1000.0,0.0,0.004983909341171819,2.483904382940104e-05
AFP,feynman_I_12_2,0.01,Feynman,1000.0,0.0,0.006023087619274922,3.627692645390394e-05
AFP,feynman_I_12_2,0.1,Feynman,1000.0,0.0,0.00960687684913371,9.22878241421276e-05
AFP,feynman_I_12_4,0.0,Feynman,800.0,1.0,0.0004947850913801828,2.448122566984297e-07
AFP,feynman_I_12_4,0.001,Feynman,1000.0,0.0,0.000902226420194242,8.14012182086851e-07
AFP,feynman_I_12_4,0.01,Feynman,1000.0,0.0,0.0009234200500330615,8.527042251639842e-07
AFP,feynman_I_12_4,0.1,Feynman,1000.0,1.0,6.32496126691271e-05,4.0005134680414115e-09
AFP,feynman_I_12_5,0.0,Feynman,800.0,1.0,2.127920538636371e-15,0.0
AFP,feynman_I_12_5,0.001,Feynman,1000.0,1.0,0.00010130141101651578,1.026197588302294e-08
AFP,feynman_I_12_5,0.01,Feynman,1000.0,1.0,2.3205188916249776e-15,0.0
AFP,feynman_I_12_5,0.1,Feynman,1000.0,1.0,0.03694355866584846,0.0013638959977504883
AFP,feynman_I_13_12,0.0,Feynman,800.0,0.0,2.0013669766304965,1.6105312695307508
AFP,feynman_I_13_12,0.001,Feynman,1000.0,0.0,1.9719319324255895,1.5868886880996225
AFP,feynman_I_13_12,0.01,Feynman,1000.0,0.0,1.4489497004733898,1.131226365242803
AFP,feynman_I_13_12,0.1,Feynman,1000.0,0.0,2.0715172384400855,1.6660419768243973
AFP,feynman_I_13_4,0.0,Feynman,800.0,0.0,3.9493468938808776,2.809242495073679
AFP,feynman_I_13_4,0.001,Feynman,1000.0,0.0,3.5259614335885385,2.5976699990692604
AFP,feynman_I_13_4,0.01,Feynman,1000.0,0.0,3.2682542854289336,2.45800520168897
AFP,feynman_I_13_4,0.1,Feynman,1000.0,0.0,4.255755085528031,2.9502877024116634
AFP,feynman_I_14_3,0.0,Feynman,800.0,1.0,8.05642044451282e-15,0.0
AFP,feynman_I_14_3,0.001,Feynman,1000.0,1.0,8.13711264896359e-15,0.0
AFP,feynman_I_14_3,0.01,Feynman,1000.0,1.0,0.0023290629897612805,5.424519697591843e-06
AFP,feynman_I_14_3,0.1,Feynman,1000.0,1.0,0.07063192259315443,0.004976465319554444
AFP,feynman_I_14_4,0.0,Feynman,800.0,1.0,0.0006189243509494496,3.8306727891282684e-07
AFP,feynman_I_14_4,0.001,Feynman,1000.0,1.0,0.00039456473564918406,1.5568131859741408e-07
AFP,feynman_I_14_4,0.01,Feynman,1000.0,1.0,0.0038029131101045715,1.4462043547206327e-05
AFP,feynman_I_14_4,0.1,Feynman,1000.0,1.0,0.04545594980411274,0.0020641116277206636
AFP,feynman_I_15_10,0.0,Feynman,800.0,1.0,0.032839021387733994,0.0010778202686987405
AFP,feynman_I_15_10,0.001,Feynman,1000.0,0.5,0.05556920689364667,0.0030831788702694704
AFP,feynman_I_15_10,0.01,Feynman,1000.0,1.0,0.028287378606241212,0.0007998558184434396
AFP,feynman_I_15_10,0.1,Feynman,1000.0,1.0,0.049893250826282626,0.002486243212353119
AFP,feynman_I_15_3t,0.0,Feynman,800.0,0.0,0.07765021580658125,0.006011450982361821
AFP,feynman_I_15_3t,0.001,Feynman,1000.0,0.0,0.07465184630001165,0.005557427011864251
AFP,feynman_I_15_3t,0.01,Feynman,1000.0,0.0,0.06984167744463389,0.0048660016958031885
AFP,feynman_I_15_3t,0.1,Feynman,1000.0,0.0,0.07195891287685002,0.005164724959809399
AFP,feynman_I_15_3x,0.0,Feynman,800.0,0.0,0.08524251518779519,0.007240014127665762
AFP,feynman_I_15_3x,0.001,Feynman,1000.0,0.0,0.12225729399066469,0.01483624258446097
AFP,feynman_I_15_3x,0.01,Feynman,1000.0,0.0,0.07241719065808706,0.0052305463141341406
AFP,feynman_I_15_3x,0.1,Feynman,1000.0,0.5,0.07296200680822944,0.00530933494140596
AFP,feynman_I_16_6,0.0,Feynman,800.0,0.0,0.20385819063061475,0.040717824506448196
AFP,feynman_I_16_6,0.001,Feynman,1000.0,0.0,0.2218354160214874,0.048038407196120965
AFP,feynman_I_16_6,0.01,Feynman,1000.0,0.0,0.16562776914651722,0.02706302816587268
AFP,feynman_I_16_6,0.1,Feynman,1000.0,0.0,0.19724673129775547,0.03816849920072154
AFP,feynman_I_18_12,0.0,Feynman,800.0,1.0,2.608680421419224e-15,0.0
AFP,feynman_I_18_12,0.001,Feynman,1000.0,1.0,2.5999746617452643e-15,0.0
AFP,feynman_I_18_12,0.01,Feynman,1000.0,1.0,2.5999746617452643e-15,0.0
AFP,feynman_I_18_12,0.1,Feynman,1000.0,1.0,2.6194673950643293e-15,0.0
AFP,feynman_I_18_14,0.0,Feynman,800.0,1.0,9.950598649892017e-15,0.0
AFP,feynman_I_18_14,0.001,Feynman,1000.0,1.0,0.17669316432019244,0.030743027292014266
AFP,feynman_I_18_14,0.01,Feynman,1000.0,1.0,0.010437379707238377,0.00010893296174265362
AFP,feynman_I_18_14,0.1,Feynman,1000.0,1.0,0.07469465136374927,0.005563784349102148
AFP,feynman_I_18_4,0.0,Feynman,800.0,0.0,0.20412945325758364,0.04082407485784158
AFP,feynman_I_18_4,0.001,Feynman,1000.0,0.0,0.23283932810943583,0.052795610424222476
AFP,feynman_I_18_4,0.01,Feynman,1000.0,0.0,0.21001306438272224,0.04316052574636001
AFP,feynman_I_18_4,0.1,Feynman,1000.0,0.0,0.21040136039047225,0.043316862902349644
AFP,feynman_I_24_6,0.0,Feynman,800.0,0.0,1.6671557976688989,1.3295675036551866
AFP,feynman_I_24_6,0.001,Feynman,1000.0,0.0,1.9477111854315223,1.567277285231245
AFP,feynman_I_24_6,0.01,Feynman,1000.0,0.0,1.3895966073259178,1.0753364051659888
AFP,feynman_I_24_6,0.1,Feynman,1000.0,0.0,1.6551948122505975,1.3189973365413679
AFP,feynman_I_25_13,0.0,Feynman,800.0,1.0,2.6973082018669936e-16,0.0
